0.393182,0.437500,0.000000,0.000000,0.000000,0.000000,0.000000,50.000000,0.000000,0.000000
0.393182,0.493182,0.000000,0.000000,2.359700,0.000000,-8.944272,49.193496,0.000000,47193990.372427
0.390909,0.505682,0.000000,-0.467801,2.572904,0.000000,-20.690147,45.518324,0.000000,52301720.764104
0.385227,0.518182,0.000000,-1.185800,2.608760,0.000000,-31.661890,38.697865,0.000000,57312296.737458
0.375000,0.530682,0.000000,-1.985059,2.426183,0.000000,-38.411064,32.009220,0.000000,62695532.777154
0.361364,0.542045,0.000000,-2.616680,2.180566,0.000000,-42.399915,26.499947,0.000000,68123068.985630
0.343182,0.553409,0.000000,-3.144001,1.965000,0.000000,-45.596075,20.518234,0.000000,74151110.419127
0.320455,0.563636,0.000000,-3.674739,1.653633,0.000000,-48.076197,13.736056,0.000000,80593319.732197
0.296591,0.570455,0.000000,-4.160196,1.188627,0.000000,-49.029034,9.805807,0.000000,86533377.624390
0.268182,0.576136,0.000000,-4.559145,0.911829,0.000000,-49.670447,5.731205,0.000000,92988674.118714
0.238636,0.579545,0.000000,-4.926285,0.568417,0.000000,-49.972245,1.665742,0.000000,99179397.139372
0.204545,0.580682,0.000000,-5.288789,0.176293,0.000000,-49.972245,-1.665742,0.000000,105834524.357614
0.170455,0.579545,0.000000,-5.601650,-0.186722,0.000000,-49.715458,-5.326656,0.000000,112095228.600844
0.138636,0.576136,0.000000,-5.849833,-0.626768,0.000000,-49.372032,-7.899525,0.000000,117666273.404589
0.110227,0.571591,0.000000,-6.046042,-0.967367,0.000000,-48.507125,-12.126781,0.000000,122458846.433229
0.082955,0.564773,0.000000,-6.158811,-1.539703,0.000000,-45.957252,-19.695965,0.000000,126967131.267106
0.059091,0.554545,0.000000,-6.020078,-2.580034,0.000000,-45.186892,-21.404317,0.000000,130993003.388099
0.037500,0.544318,0.000000,-6.081758,-2.880833,0.000000,-40.686674,-29.061910,0.000000,134591210.817927
0.021591,0.532955,0.000000,-5.593023,-3.995016,0.000000,-35.355339,-35.355339,0.000000,137465717.905109
0.009091,0.520455,0.000000,-4.950244,-4.950244,0.000000,-22.360680,-44.721360,0.000000,140014036.369049
0.002273,0.506818,0.000000,-3.179133,-6.358265,0.000000,-8.219949,-49.319696,0.000000,142175128.280194
0.000000,0.493182,0.000000,-1.184550,-7.107299,0.000000,0.000000,-50.000000,0.000000,144106715.712124
0.000000,0.393182,0.000000,0.000000,-7.868727,0.000000,10.476454,-48.890121,0.000000,157374538.961469
0.003409,0.377273,0.000000,1.670249,-7.794495,0.000000,26.204871,-42.582916,0.000000,159428841.687023
0.012500,0.362500,0.000000,4.234450,-6.880981,0.000000,38.169314,-32.297112,0.000000,161590188.704063
0.027273,0.350000,0.000000,6.258540,-5.295688,0.000000,42.664092,-26.072500,0.000000,163967838.621016
0.047727,0.337500,0.000000,7.119193,-4.350618,0.000000,46.816459,-17.556172,0.000000,166866164.301974
0.075000,0.327273,0.000000,7.973849,-2.990193,0.000000,48.719560,-11.242975,0.000000,170321484.871021
0.089773,0.323864,0.000000,8.384274,-1.934832,0.000000,48.927489,-10.300524,0.000000,172092554.993851
0.111364,0.319318,0.000000,8.544597,-1.798862,0.000000,48.858818,-10.621482,0.000000,174637954.389516
0.137500,0.313636,0.000000,8.680974,-1.887168,0.000000,48.963021,-10.130280,0.000000,177674669.126888
0.170455,0.306818,0.000000,8.883029,-1.837868,0.000000,49.281113,-8.448191,0.000000,181423227.298592
0.210227,0.300000,0.000000,9.157341,-1.569830,0.000000,48.963021,-10.130280,0.000000,185818470.151129
0.243182,0.293182,0.000000,9.273886,-1.918735,0.000000,48.602947,-9.720589,0.000000,189405921.774884
0.271591,0.287500,0.000000,9.353368,-1.870674,0.000000,47.377839,-9.475568,0.000000,192444458.997975
0.294318,0.282955,0.000000,9.233466,-1.846693,0.000000,45.904185,-11.476046,0.000000,194889982.819240
0.312500,0.278409,0.000000,9.038117,-2.259529,0.000000,44.988696,-12.269644,0.000000,196890920.904530
0.325000,0.275000,0.000000,8.920669,-2.432910,0.000000,41.143437,-18.701562,0.000000,198286892.276761
0.350000,0.263636,0.000000,8.281395,-3.764270,0.000000,36.301798,-24.957486,0.000000,201281069.233286
0.368182,0.251136,0.000000,7.395510,-5.084413,0.000000,31.775656,-29.127685,0.000000,203722953.481621
0.381818,0.238636,0.000000,6.539307,-5.994365,0.000000,23.448921,-35.173381,0.000000,205796132.600281
0.390909,0.225000,0.000000,4.869246,-7.303869,0.000000,6.313268,-41.036243,0.000000,207653315.030160
0.393182,0.210227,0.000000,1.321773,-8.591526,0.000000,0.000000,-35.934748,0.000000,209364348.311494
0.393182,0.096591,0.000000,0.000000,-8.012351,0.000000,0.000000,-35.498128,0.000000,222969454.604006
0.393182,0.087500,0.000000,0.000000,-7.955418,0.000000,-6.241335,-34.327345,0.000000,224108111.946279
0.390909,0.075000,0.000000,-1.408752,-7.748136,0.000000,-14.166872,-31.167119,0.000000,225713224.423385
0.385227,0.062500,0.000000,-3.222489,-7.089477,0.000000,-21.194229,-25.904058,0.000000,227466532.472126
0.375000,0.050000,0.000000,-4.865230,-5.946392,0.000000,-25.068314,-20.890262,0.000000,229554462.304628
0.361364,0.038636,0.000000,-5.812902,-4.844085,0.000000,-26.817665,-16.761041,0.000000,231882435.632620
0.343182,0.027273,0.000000,-6.295261,-3.934538,0.000000,-27.777728,-12.499978,0.000000,234743053.635392
0.320455,0.017045,0.000000,-6.614962,-2.976733,0.000000,-28.179823,-8.051378,0.000000,238139044.374572
0.296591,0.010227,0.000000,-6.808296,-1.945227,0.000000,-27.424294,-5.484859,0.000000,241601791.248105
0.268182,0.004545,0.000000,-6.739638,-1.347928,0.000000,-26.421467,-3.048631,0.000000,245754296.111648
0.238636,0.001136,0.000000,-6.609379,-0.762621,0.000000,-25.014365,-0.833812,0.000000,250151861.497817
0.204545,0.000000,0.000000,-6.388204,-0.212940,0.000000,-23.446742,0.781558,0.000000,255381434.067853
0.170455,0.001136,0.000000,-6.115714,0.203857,0.000000,-21.859186,2.342056,0.000000,260834270.345842
0.138636,0.004545,0.000000,-5.818492,0.623410,0.000000,-20.391349,3.262616,0.000000,266180615.332749
0.110227,0.009091,0.000000,-5.530235,0.884838,0.000000,-18.759922,4.689981,0.000000,271204978.599579
0.082955,0.015909,0.000000,-5.184160,1.296040,0.000000,-16.943656,6.454726,0.000000,276342287.165885
0.059091,0.025000,0.000000,-4.765115,1.815282,0.000000,-15.011856,7.900977,0.000000,281233004.729590
0.037500,0.036364,0.000000,-4.295428,2.260751,0.000000,-13.031741,9.308387,0.000000,286135695.346642
0.021591,0.047727,0.000000,-3.782471,2.701765,0.000000,-10.707717,10.707717,0.000000,290250630.466381
0.009091,0.060227,0.000000,-3.149512,3.149512,0.000000,-6.430410,12.860820,0.000000,294134818.595255
0.002273,0.073864,0.000000,-1.913858,3.827716,0.000000,-2.248019,13.488116,0.000000,297626143.642612
0.000000,0.087500,0.000000,-0.676474,4.058842,0.000000,0.000000,10.674594,0.000000,300919898.866959
0.000000,0.143182,0.000000,0.000000,3.370999,0.000000,0.000000,0.000000,50.000000,315796493.793411
0.000000,0.143182,0.100000,0.000000,0.000000,3.162278,0.000000,0.000000,-50.000000,379042046.996778
0.000000,0.143182,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,442287600.200146
0.073650,0.229720,0.200000,0.000000,0.000000,0.000000,4.848270,5.696718,0.000000,509707586.446470
0.147300,0.316259,0.200000,2.184807,2.567149,0.000000,6.456383,7.586250,0.000000,577127572.692794
0.220950,0.402798,0.200000,3.089784,3.630497,0.000000,7.568526,8.893019,0.000000,605053845.371029
0.294599,0.489336,0.200000,3.784198,4.446432,0.000000,7.780124,9.141645,0.000000,626482428.070698
0.368249,0.575875,0.200000,4.032169,4.737799,0.000000,6.297834,7.399955,0.000000,644756587.678004
0.441899,0.662413,0.200000,3.388954,3.982021,0.000000,4.603626,5.409260,0.000000,664605293.157791
0.515549,0.748952,0.200000,2.590680,3.044049,0.000000,3.797866,4.462493,0.000000,689238856.441779
0.545455,0.784091,0.200000,2.184807,2.567149,0.000000,0.000000,0.000000,-50.000000,701763498.180891
0.545455,0.784091,0.100000,0.000000,0.000000,3.162278,0.000000,0.000000,50.000000,765009051.384259
0.545455,0.784091,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,828254604.587626
0.545455,0.670455,0.000000,0.000000,-0.000000,0.000000,0.000000,-4.747135,0.000000,895674590.833950
0.545455,0.556818,0.000000,0.000000,-3.370999,0.000000,0.000000,-6.459435,0.000000,963094577.080274
0.545455,0.443182,0.000000,0.000000,-4.767313,0.000000,0.000000,-7.687945,0.000000,991020849.758509
0.545455,0.329545,0.000000,0.000000,-5.838742,0.000000,0.000000,-8.671020,0.000000,1012449432.458179
0.545455,0.215909,0.000000,0.000000,-6.741999,0.000000,0.000000,-9.500034,0.000000,1030514563.326599
0.545455,0.102273,0.000000,0.000000,-7.537784,0.000000,0.000000,-10.153238,0.000000,1046430263.122832
0.545455,0.000000,0.000000,0.000000,-8.188129,0.000000,0.000000,10.801411,0.000000,1059437168.421694
0.545455,0.113636,0.000000,0.000000,8.854891,0.000000,0.000000,11.385447,0.000000,1072772406.641024
0.545455,0.227273,0.000000,0.000000,9.474847,0.000000,0.000000,11.917935,0.000000,1085171532.521912
0.545455,0.340909,0.000000,0.000000,10.056658,0.000000,0.000000,12.306337,0.000000,1096807744.377928
0.545455,0.454545,0.000000,0.000000,10.519801,0.000000,0.000000,12.045373,0.000000,1107810191.474329
0.545455,0.492045,0.000000,0.000000,10.340030,0.000000,1.964334,11.786002,0.000000,1111405618.441456
0.547727,0.505682,0.000000,1.688865,10.133189,0.000000,5.673694,10.401772,0.000000,1112746953.020488
0.554545,0.518182,0.000000,4.885933,8.957543,0.000000,7.890025,8.679027,0.000000,1114137686.021604
0.565909,0.530682,0.000000,6.807654,7.488420,0.000000,9.192287,7.070990,0.000000,1115800103.106689
0.580682,0.542045,0.000000,7.948276,6.114059,0.000000,10.227169,5.113584,0.000000,1117650177.526448
0.601136,0.552273,0.000000,8.866563,4.433282,0.000000,10.338596,4.430827,0.000000,1119943840.609045
0.625000,0.562500,0.000000,8.990424,3.853039,0.000000,10.571769,3.217495,0.000000,1122580412.508330
0.651136,0.570455,0.000000,9.222933,2.806980,0.000000,10.707469,1.586292,0.000000,1125393732.965590
0.681818,0.575000,0.000000,9.376061,1.389046,0.000000,10.524083,1.088698,0.000000,1128638323.189325
0.714773,0.578409,0.000000,9.252608,0.957166,0.000000,10.312226,0.332652,0.000000,1132166516.852109
0.750000,0.579545,0.000000,9.105827,0.293736,0.000000,10.054678,-0.335156,0.000000,1135994949.010179
0.784091,0.578409,0.000000,8.916448,-0.297215,0.000000,9.768379,-1.127121,0.000000,1139778213.421712
0.813636,0.575000,0.000000,8.695435,-1.003319,0.000000,9.422802,-1.884560,0.000000,1143143676.275048
0.842045,0.569318,0.000000,8.419304,-1.683861,0.000000,9.053276,-2.586650,0.000000,1146485440.445526
0.865909,0.562500,0.000000,8.115525,-2.318721,0.000000,8.406773,-3.783048,0.000000,1149400758.413321
0.888636,0.552273,0.000000,7.561032,-3.402464,0.000000,7.672374,-4.795234,0.000000,1152379841.397274
0.906818,0.540909,0.000000,6.920512,-4.325320,0.000000,6.840726,-5.700605,0.000000,1154986266.619025
0.920455,0.529545,0.000000,6.185342,-5.154452,0.000000,5.555661,-6.790252,0.000000,1157176003.968634
0.930682,0.517045,0.000000,5.034609,-6.153411,0.000000,3.583953,-7.884696,0.000000,1159194585.224001
0.936364,0.504545,0.000000,3.254046,-7.158901,0.000000,1.530593,-8.418262,0.000000,1160931076.939359
0.938636,0.492045,0.000000,1.392186,-7.657023,0.000000,0.000000,-7.583903,0.000000,1162555092.954200
0.938636,0.378409,0.000000,0.000000,-7.014595,0.000000,0.000000,-6.528906,0.000000,1177914314.518386
0.938636,0.264773,0.000000,0.000000,-6.151496,0.000000,0.000000,-5.347131,0.000000,1195176288.157881
0.938636,0.151136,0.000000,0.000000,-5.145607,0.000000,0.000000,-3.936950,0.000000,1215294075.415146
0.938636,0.037500,0.000000,0.000000,-3.887626,0.000000,0.000000,-3.378418,0.000000,1240453696.845831
0.938636,0.000000,0.000000,0.000000,-3.370999,0.000000,0.000000,0.000000,50.000000,1250786231.751265
0.938636,0.000000,0.100000,0.000000,0.000000,3.162278,0.000000,0.000000,-50.000000,1314031784.954633
0.938636,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1377277338.158000
0.967161,0.109998,0.200000,0.000000,0.000000,0.000000,0.747074,2.880933,0.000000,1444697324.404324
0.995685,0.219996,0.200000,0.846169,3.263071,0.000000,1.031100,3.976217,0.000000,1512117310.650649
1.024209,0.329994,0.200000,1.196664,4.614680,0.000000,1.239940,4.781566,0.000000,1540043583.328884
1.052734,0.439992,0.200000,1.465608,5.651805,0.000000,1.082058,4.172725,0.000000,1561472166.028553
1.081258,0.549991,0.200000,1.300737,5.016018,0.000000,0.805106,3.104722,0.000000,1581569766.460400
1.109782,0.659989,0.200000,0.987885,3.809567,0.000000,0.570886,2.201502,0.000000,1606496866.419517
1.128409,0.731818,0.200000,0.712995,2.749513,0.000000,0.000000,0.000000,-50.000000,1628399183.491739
1.128409,0.731818,0.100000,0.000000,0.000000,3.162278,0.000000,0.000000,50.000000,1691644736.695107
1.128409,0.731818,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,1754890289.898474
1.128409,0.651136,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,50.000000,1811699380.080176
1.128409,0.651136,0.100000,0.000000,0.000000,3.162278,0.000000,0.000000,-50.000000,1874944933.283544
1.128409,0.651136,0.200000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,1938190486.486911
1.128409,0.579545,0.200000,0.000000,-0.000000,0.000000,0.000000,0.000000,-50.000000,2013869233.353338
1.128409,0.579545,0.100000,0.000000,0.000000,3.162278,0.000000,0.000000,50.000000,2077114786.556706
1.128409,0.579545,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,2140360339.760073
1.128409,0.465909,0.000000,0.000000,-0.000000,0.000000,0.000000,-2.183035,0.000000,2235706598.684632
1.128409,0.352273,0.000000,0.000000,-3.370999,0.000000,0.000000,-3.032437,0.000000,2303126584.930957
1.128409,0.238636,0.000000,0.000000,-4.767313,0.000000,0.000000,-3.063911,0.000000,2331052857.609192
1.128409,0.125000,0.000000,0.000000,-4.885042,0.000000,0.000000,-2.180582,0.000000,2353327925.362375
